date,TOTAL SPECIMENS,TOTAL A,TOTAL B,PERCENT POSITIVE,PERCENT A,PERCENT B,OT,%UNWEIGHTED ILI,AGE 0-4,AGE 25-64,AGE 5-24,AGE 65,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
1998-04-20,1421,17,4,1.47783,0.011963406052076003,0.0028149190710767065,0.717097,0.670954,82,68,100,15,265,155,39496
1998-04-27,1236,10,6,1.2945,0.008090614886731391,0.0048543689320388345,1.00238,0.694082,58,61,120,27,266,148,38324
1998-05-04,1142,11,5,1.40105,0.009632224168126095,0.0043782837127845885,0.908403,0.583457,39,64,93,13,209,136,35821
1998-05-11,1038,5,4,0.867052,0.004816955684007707,0.0038535645472061657,0.443014,0.57764,79,37,61,9,186,131,32200
1998-05-18,938,2,7,0.959488,0.0021321961620469083,0.007462686567164179,0.638986,0.605216,54,40,52,19,165,120,27263
1998-05-25,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
1998-06-01,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
1998-06-08,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
1998-06-15,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
1998-06-22,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
1998-06-29,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
1998-07-06,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
1998-07-13,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
1998-07-20,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
1998-07-27,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
1998-08-03,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
1998-08-10,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
1998-08-17,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
1998-08-24,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
1998-08-31,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
1998-09-07,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
1998-09-14,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
1998-09-21,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
1998-09-28,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
1998-10-05,1407,2,0,0.142146,0.0014214641080312722,0.0,1.57733,0.697291,115,139,210,26,490,304,70272
1998-10-12,1453,5,0,0.344116,0.0034411562284927736,0.0,1.3088,0.784777,133,174,262,36,605,328,77092
1998-10-19,1654,3,0,0.181378,0.0018137847642079807,0.0,1.41744,0.902906,217,225,287,54,783,350,86720
1998-10-26,1814,1,5,0.330761,0.0005512679162072767,0.0027563395810363835,1.18272,1.13792,278,226,530,52,1086,377,95437
1998-11-02,2051,18,0,0.877621,0.008776206728425159,0.0,2.33432,1.01551,298,262,414,60,1034,388,101821
1998-11-09,2222,10,4,0.630063,0.004500450045004501,0.0018001800180018,1.81577,1.0009,258,292,402,70,1022,400,102108
1998-11-16,2051,4,4,0.390054,0.0019502681618722574,0.0019502681618722574,2.17975,1.13895,355,281,478,64,1178,372,103429
1998-11-23,1809,9,8,0.939746,0.004975124378109453,0.004422332780541736,2.1124,1.44938,291,322,512,83,1208,403,83346
1998-11-30,2397,17,11,1.16813,0.0070921985815602835,0.00458906967042136,2.04854,1.13908,319,310,453,94,1176,392,103241
1998-12-07,2432,24,21,1.85033,0.009868421052631578,0.008634868421052632,1.93248,1.16023,353,303,461,85,1202,399,103600
1998-12-14,2428,28,14,1.72982,0.011532125205930808,0.005766062602965404,1.90468,1.17127,312,320,426,83,1141,396,97416
1998-12-21,2207,56,27,3.76076,0.025373810602628003,0.012233801540552787,2.55983,1.49061,335,296,359,74,1064,384,71380
1998-12-28,2706,129,31,5.91279,0.04767184035476718,0.011456023651145602,3.99108,1.84288,418,466,377,162,1423,382,77216
1999-01-04,3524,255,76,9.39274,0.07236095346197503,0.021566401816118047,3.08581,1.8239,439,659,548,134,1780,396,97593
1999-01-11,3889,463,111,14.7596,0.11905374132167652,0.02854204165595269,4.16383,2.54354,431,962,874,140,2407,396,94632
1999-01-18,4262,712,153,20.2956,0.1670577193805725,0.03589863913655561,5.58049,3.61581,801,1168,1689,206,3864,399,106864
1999-01-25,5210,881,269,22.0729,0.1690978886756238,0.05163147792706334,5.25328,4.07912,755,1419,2185,186,4545,397,111421
1999-02-01,6143,1278,400,27.3156,0.20804167344945465,0.06511476477291225,6.74667,5.0776,970,1562,2919,219,5670,397,111667
1999-02-08,6574,1453,407,28.2933,0.2210222087009431,0.06191055673866748,7.57188,5.04884,1029,1591,2911,237,5768,379,114244
1999-02-15,6723,1336,379,25.5094,0.19872080916257623,0.056373642719024245,6.87287,4.69331,822,1599,2275,224,4920,376,104830
1999-02-22,6616,1303,366,25.2267,0.19694679564691656,0.05532043530834341,6.35098,4.23423,800,1520,1932,234,4486,352,105946
1999-03-01,5933,1053,334,23.3777,0.1774818810045508,0.056295297488622956,5.41099,4.02363,769,1357,1543,241,3910,359,97176
1999-03-08,4289,667,216,20.5875,0.15551410585218,0.050361389601305664,4.55008,2.99348,539,1041,1140,202,2922,351,97612
1999-03-15,4014,451,176,15.6203,0.11235675137020429,0.04384653712007972,3.85915,2.37759,458,704,778,130,2070,339,87063
1999-03-22,3242,343,121,14.3122,0.10579888957433684,0.037322640345465764,2.99601,2.01715,378,548,641,129,1696,321,84079
1999-03-29,2712,163,61,8.25959,0.06010324483775811,0.022492625368731565,1.97814,1.37688,243,382,397,69,1091,313,79237
1999-04-05,2222,138,38,7.92079,0.062106210621062106,0.017101710171017102,1.16887,0.88283,127,202,265,38,632,277,71588
1999-04-12,1721,91,20,6.44974,0.05287623474723998,0.011621150493898896,1.09302,0.613811,102,102,175,17,396,268,64515
1999-04-19,1368,28,8,2.63158,0.02046783625730994,0.005847953216374269,0.633169,0.42177,59,66,133,13,271,258,64253
1999-04-26,1108,25,3,2.52708,0.02256317689530686,0.002707581227436823,0.639561,0.615513,111,118,150,20,399,255,64824
1999-05-03,982,13,4,1.73116,0.013238289205702648,0.004073319755600814,1.55531,0.302287,35,50,84,11,180,237,59546
1999-05-10,801,5,4,1.1236,0.006242197253433208,0.004993757802746567,0.80802,0.522623,102,88,86,16,292,227,55872
1999-05-17,618,6,1,1.13269,0.009708737864077669,0.0016181229773462784,1.33997,0.529526,100,68,100,15,283,222,53444
1999-05-24,239,7,0,2.92887,0.029288702928870293,0.0,0,0.0,0,0,0,0,0,0,0
1999-05-31,97,1,0,1.03093,0.010309278350515464,0.0,0,0.0,0,0,0,0,0,0,0
1999-06-07,20,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
1999-06-14,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
1999-06-21,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
1999-06-28,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
1999-07-05,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
1999-07-12,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
1999-07-19,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
1999-07-26,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
1999-08-02,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
1999-08-09,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
1999-08-16,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
1999-08-23,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
1999-08-30,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
1999-09-06,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
1999-09-13,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
1999-09-20,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
1999-09-27,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
1999-10-04,1687,18,0,1.06698,0.01066982809721399,0.0,0.831219,0.977255,264,228,273,26,791,316,80941
1999-10-11,1883,19,1,1.06213,0.01009028146574615,0.0005310674455655868,1.40445,1.06706,292,297,351,57,997,361,93434
1999-10-18,2097,44,3,2.2413,0.020982355746304245,0.001430615164520744,1.31721,0.942688,346,293,371,57,1067,386,113187
1999-10-25,2162,57,0,2.63645,0.026364477335800184,0.0,1.38161,1.01621,371,289,367,62,1089,355,107163
1999-11-01,2454,94,2,3.91198,0.03830480847595762,0.0008149959250203749,1.41607,1.19439,438,434,607,91,1570,449,131448
1999-11-08,2576,148,0,5.74534,0.05745341614906832,0.0,1.48438,1.24149,473,461,535,101,1570,456,126461
1999-11-15,2862,231,0,8.07128,0.08071278825995808,0.0,1.52614,1.28568,443,544,622,92,1701,459,132304
1999-11-22,2709,285,1,10.5574,0.10520487264673312,0.00036913990402362494,1.85336,1.69132,483,714,504,132,1833,455,108377
1999-11-29,3845,527,0,13.7061,0.13706111833550064,0.0,2.32907,1.73731,518,994,835,137,2484,469,142980
1999-12-06,4422,844,1,19.109,0.19086386250565354,0.0002261420171867933,2.70254,2.33715,643,1316,1124,181,3264,480,139657
1999-12-13,5597,1302,4,23.3339,0.2326246203323209,0.0007146685724495265,3.50454,2.93022,828,1676,1405,299,4208,475,143607
1999-12-20,5575,1725,1,30.9596,0.3094170403587444,0.00017937219730941703,5.40799,4.41985,1130,2189,1399,450,5168,472,116927
1999-12-27,7323,2147,4,29.3732,0.29318585279257137,0.0005462242250443807,7.04228,5.64698,1339,3146,1697,664,6846,471,121233
2000-01-03,8423,2102,1,24.9674,0.24955479045470735,0.00011872254541137362,6.76846,5.15025,1314,3250,2043,665,7272,482,141197
2000-01-10,7722,1643,2,21.3028,0.21276871276871276,0.000259000259000259,5.52808,3.90316,1011,2251,1746,462,5470,467,140143
2000-01-17,6242,1041,3,16.7254,0.16677347004165333,0.0004806151874399231,3.80508,2.91178,851,1357,1334,315,3857,450,132462
2000-01-24,5482,690,5,12.6779,0.12586647209047794,0.0009120758847136082,3.41177,2.1567,722,962,1048,169,2901,433,134511
2000-01-31,4550,484,1,10.6593,0.10637362637362638,0.00021978021978021978,2.4,1.81295,633,786,914,145,2478,441,136683
2000-02-07,4059,408,4,10.1503,0.10051736881005174,0.0009854644000985464,1.8912,1.6166,599,646,862,116,2223,437,137511
2000-02-14,3523,257,6,7.46523,0.07294919103037184,0.0017030939540164632,1.35503,1.26702,539,447,610,72,1668,413,131648
2000-02-21,3142,191,9,6.36537,0.0607893061744112,0.002864417568427753,1.33212,1.14107,452,328,481,64,1325,382,116119
2000-02-28,2698,95,5,3.70645,0.035211267605633804,0.0018532246108228317,1.49127,1.23509,499,360,477,49,1385,370,112138
2000-03-06,2195,69,6,3.41686,0.03143507972665148,0.002733485193621868,1.26826,1.01933,381,256,394,57,1088,363,106737
2000-03-13,1960,48,5,2.70408,0.024489795918367346,0.002551020408163265,1.05854,0.926459,342,206,342,44,934,338,100814
2000-03-20,1879,30,3,1.75625,0.015965939329430547,0.0015965939329430547,0.92201,0.911006,305,229,346,37,917,326,100658
2000-03-27,1708,18,3,1.22951,0.01053864168618267,0.001756440281030445,0.892334,0.823722,282,206,320,29,837,320,101612
2000-04-03,1506,15,4,1.26162,0.0099601593625498,0.0026560424966799467,0.929201,0.725443,186,171,286,23,666,295,91806
2000-04-10,1294,17,5,1.70015,0.01313755795981453,0.0038639876352395673,0.655592,0.579775,178,127,196,21,522,289,90035
2000-04-17,1212,18,5,1.89769,0.01485148514851485,0.004125412541254125,0.607002,0.451177,107,96,120,24,347,280,76910
2000-04-24,1108,12,4,1.44404,0.010830324909747292,0.0036101083032490976,0.600003,0.438685,112,80,141,14,347,274,79100
2000-05-01,1061,4,6,0.942507,0.003770028275212064,0.005655042412818096,0.547247,0.440517,93,77,147,7,324,257,73550
2000-05-08,947,1,1,0.211193,0.0010559662090813093,0.0010559662090813093,0.476417,0.351667,67,77,85,10,239,248,67962
2000-05-15,865,0,2,0.231214,0.0,0.0023121387283236996,0.445917,0.36646,79,64,65,11,219,233,59761
2000-05-22,772,4,2,0.777202,0.0051813471502590676,0.0025906735751295338,0,0.0,0,0,0,0,0,0,0
2000-05-29,620,3,0,0.483871,0.004838709677419355,0.0,0,0.0,0,0,0,0,0,0,0
2000-06-05,666,1,2,0.45045,0.0015015015015015015,0.003003003003003003,0,0.0,0,0,0,0,0,0,0
2000-06-12,680,0,1,0.147059,0.0,0.0014705882352941176,0,0.0,0,0,0,0,0,0,0
2000-06-19,565,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
2000-06-26,551,0,1,0.181488,0.0,0.0018148820326678765,0,0.0,0,0,0,0,0,0,0
2000-07-03,26,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
2000-07-10,41,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
2000-07-17,28,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
2000-07-24,5,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
2000-07-31,1,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
2000-08-07,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
2000-08-14,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
2000-08-21,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
2000-08-28,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
2000-09-04,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
2000-09-11,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
2000-09-18,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
2000-09-25,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
2000-10-02,1387,0,1,0.0720981,0.0,0.0007209805335255948,0,1.22865,206,322,443,70,1041,337,84727
2000-10-09,1490,4,0,0.268456,0.0026845637583892616,0.0,0,1.05545,270,389,489,86,1234,451,116917
2000-10-16,1691,2,2,0.236546,0.0011827321111768185,0.0011827321111768185,0,1.15984,390,458,617,96,1561,487,134587
2000-10-23,1683,12,2,0.831848,0.0071301247771836,0.0011883541295306002,0,1.22688,411,564,683,123,1781,507,145165
2000-10-30,1964,13,3,0.814664,0.006619144602851324,0.0015274949083503055,0,1.24107,465,564,703,138,1870,526,150676
2000-11-06,1862,30,7,1.98711,0.01611170784103115,0.0037593984962406013,0,1.4316,564,635,849,181,2229,545,155700
2000-11-13,2183,30,13,1.96977,0.013742556115437472,0.005955107650022904,0,1.49427,572,736,979,162,2449,571,163893
2000-11-20,2201,53,24,3.49841,0.02407996365288505,0.010904134484325307,0,1.84268,704,646,913,154,2417,569,131168
2000-11-27,2505,62,36,3.91218,0.02475049900199601,0.01437125748502994,0,1.59762,673,900,1085,196,2854,581,178641
2000-12-04,2841,120,41,5.66702,0.042238648363252376,0.014431538190777896,0,1.73473,710,916,1232,239,3097,595,178529
2000-12-11,3275,171,55,6.90076,0.052213740458015266,0.016793893129770993,0,2.04538,677,1077,1455,185,3394,600,165935
2000-12-18,3370,291,103,11.6914,0.08635014836795252,0.03056379821958457,0,2.41051,767,1052,1337,205,3361,585,139431
2000-12-25,3310,327,132,13.8671,0.09879154078549848,0.03987915407854985,0,3.38334,1059,1496,1335,262,4152,587,122719
2001-01-08,3821,344,167,13.3735,0.0900287882753206,0.04370583616854227,0,3.2288,1049,1855,1571,321,4796,591,148538
2001-01-15,4563,537,275,17.7953,0.11768573307034845,0.060267367959675654,0,3.11951,1081,1722,2423,318,5544,611,177720
2001-01-22,5121,759,373,22.1051,0.14821323960164032,0.0728373364577231,0,3.80424,1395,1806,3223,293,6717,617,176566
2001-01-29,5729,841,489,23.2152,0.1467969977308431,0.08535521033339152,0,4.18681,1542,1991,4057,318,7908,626,188879
2001-02-05,5914,714,524,20.9334,0.12073047007101792,0.08860331416976666,0,3.9865,1329,1958,3705,295,7287,578,182792
2001-02-12,5619,480,587,18.9891,0.08542445274959957,0.10446698700836447,0,3.60607,1370,1731,3017,358,6476,566,179586
2001-02-19,4920,289,470,15.4268,0.05873983739837398,0.09552845528455285,0,2.81015,1059,1393,2126,254,4832,566,171948
2001-02-26,4571,200,437,13.9357,0.04375410194705753,0.09560271275432072,0,2.41561,834,1278,1566,245,3923,540,162402
2001-03-05,4321,118,377,11.4557,0.027308493404304558,0.087248322147651,0,1.73272,683,752,1008,163,2606,511,150399
2001-03-12,3793,76,197,7.19747,0.020036910097548113,0.051937780121276034,0,1.64319,622,854,934,152,2562,510,155916
2001-03-19,3368,47,152,5.90855,0.013954869358669833,0.04513064133016627,0,1.35803,524,522,762,135,1943,472,143075
2001-03-26,3132,28,153,5.77905,0.008939974457215836,0.04885057471264368,0,1.39027,485,507,751,136,1879,460,135154
2001-04-02,2788,26,96,4.3759,0.009325681492109038,0.03443328550932568,0,1.2237,465,419,575,131,1590,442,129934
2001-04-09,2386,10,68,3.26907,0.004191114836546521,0.028499580888516344,0,1.11908,288,421,421,126,1256,371,112235
2001-04-16,2020,8,37,2.22772,0.0039603960396039604,0.018316831683168316,0,0.938967,219,305,344,82,950,349,101175
2001-04-23,1825,3,44,2.57534,0.0016438356164383563,0.02410958904109589,0,0.944308,234,344,331,88,997,342,105580
2001-04-30,1640,0,21,1.28049,0.0,0.012804878048780487,0,0.742603,198,253,274,46,771,334,103824
2001-05-07,1528,1,8,0.589005,0.0006544502617801048,0.005235602094240838,0,0.735456,173,225,265,71,734,322,99802
2001-05-14,1359,1,6,0.515085,0.0007358351729212656,0.004415011037527594,0,0.725155,165,196,250,60,671,293,92532
2001-05-21,1317,0,9,0.683371,0.0,0.00683371298405467,0,0.670346,94,159,179,38,470,262,70113
2001-05-28,1125,1,0,0.0888889,0.0008888888888888889,0.0,0,0.0,0,0,0,0,0,0,0
2001-06-04,977,2,0,0.204708,0.0020470829068577278,0.0,0,0.0,0,0,0,0,0,0,0
2001-06-11,523,1,0,0.191205,0.0019120458891013384,0.0,0,0.0,0,0,0,0,0,0,0
2001-06-18,38,1,0,2.63158,0.02631578947368421,0.0,0,0.0,0,0,0,0,0,0,0
2001-06-25,50,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
2001-07-02,52,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
2001-07-09,23,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
2001-07-16,37,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
2001-07-23,22,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
2001-07-30,26,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
2001-08-06,24,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
2001-08-13,24,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
2001-08-20,43,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
2001-08-27,34,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
2001-09-03,16,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
2001-09-10,19,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
2001-09-17,9,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
2001-09-24,7,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
2001-10-01,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
2001-10-08,1154,7,1,0.693241,0.006065857885615251,0.0008665511265164644,1.41046,0.997404,429,372,485,82,1368,607,137156
2001-10-15,1415,5,0,0.353357,0.0035335689045936395,0.0,1.77019,1.09692,479,526,628,114,1747,646,159264
2001-10-22,1468,8,0,0.544959,0.005449591280653951,0.0,1.61904,1.1679,562,560,697,113,1932,690,165425
2001-10-29,1583,17,0,1.07391,0.010739102969046115,0.0,1.77065,1.26256,567,643,876,118,2204,710,174566
2001-11-05,1704,13,0,0.762911,0.007629107981220657,0.0,1.93891,1.30014,655,665,883,168,2371,746,182365
2001-11-12,1843,13,0,0.705372,0.00705371676614216,0.0,1.63439,1.21838,626,687,865,149,2327,758,190992
2001-11-19,2096,45,1,2.19466,0.021469465648854963,0.00047709923664122136,1.90363,1.33993,693,811,862,142,2508,770,187174
2001-11-26,2052,30,3,1.60819,0.014619883040935672,0.0014619883040935672,1.80556,1.47679,602,698,643,147,2090,764,141523
2001-12-03,2401,73,1,3.08205,0.030403998334027488,0.00041649312786339027,1.75506,1.41042,638,877,866,185,2566,728,181932
2001-12-10,2331,78,5,3.5607,0.03346203346203346,0.002145002145002145,1.53023,1.26322,602,676,848,149,2275,762,180095
2001-12-17,2434,110,2,4.60148,0.04519309778142974,0.0008216926869350862,1.46161,1.26864,666,570,780,153,2169,756,170971
2001-12-24,2915,165,4,5.7976,0.05660377358490566,0.0013722126929674098,1.96048,1.53452,707,684,725,162,2278,696,148450
2001-12-31,2621,219,1,8.39374,0.08355589469668066,0.00038153376573826786,2.20435,2.12774,719,718,656,172,2265,691,106451
2002-01-07,3531,342,2,9.74228,0.09685641461342395,0.0005664117813650524,2.1348,1.94142,785,808,752,223,2568,728,132274
2002-01-14,3900,534,6,13.8462,0.13692307692307693,0.0015384615384615385,1.89441,1.67397,837,869,969,200,2875,742,171747
2002-01-21,4696,922,5,19.7402,0.19633730834752983,0.0010647359454855196,2.83109,2.06831,1067,948,1533,195,3743,749,180969
2002-01-28,5816,1231,12,21.3721,0.21165749656121047,0.0020632737276478678,3.30481,2.87301,1460,1156,2004,177,4797,728,166968
2002-02-04,6466,1450,24,22.7962,0.22424992267244045,0.0037117228580266005,3.61063,2.94909,1556,1415,2351,235,5557,729,188431
2002-02-11,7191,1620,19,22.7924,0.22528160200250313,0.0026421916284244196,3.42799,2.92857,1542,1478,2330,274,5624,728,192039
2002-02-18,7572,1779,28,23.8642,0.23494453248811412,0.0036978341257263604,3.76715,3.16382,1557,1573,2436,358,5924,712,187242
2002-02-25,7358,1765,68,24.9117,0.2398749660233759,0.009241641750475673,3.60018,3.12121,1509,1544,2359,348,5760,708,184544
2002-03-04,6217,1339,86,22.921,0.2153771915714975,0.013833038442978928,3.20024,2.73515,1208,1529,1997,370,5104,707,186608
2002-03-11,5368,1001,136,21.1811,0.1864754098360656,0.02533532041728763,2.92633,2.15302,848,1007,1558,218,3631,674,168647
2002-03-18,4337,637,166,18.5151,0.14687572054415496,0.0382753055107217,2.85857,1.92136,731,832,1252,162,2977,652,154942
2002-03-25,3763,359,210,15.1209,0.09540260430507573,0.055806537337230934,2.34745,1.62731,567,607,1092,151,2417,617,148527
2002-04-01,3332,174,284,13.7455,0.05222088835534214,0.08523409363745499,2.23498,1.46179,547,488,913,131,2079,582,142223
2002-04-08,2660,95,235,12.406,0.03571428571428571,0.08834586466165413,1.99355,1.1937,397,449,692,117,1655,575,138645
2002-04-15,2329,61,192,10.863,0.026191498497209104,0.08243881494203521,1.37168,0.895415,327,292,467,83,1169,551,130554
2002-04-22,2001,36,226,13.0935,0.017991004497751123,0.11294352823588207,1.27033,0.817901,247,262,442,67,1018,523,124465
2002-04-29,1820,18,138,8.57143,0.00989010989010989,0.07582417582417582,0.999331,0.705896,235,155,389,51,830,504,117581
