PERCENT A,%UNWEIGHTED ILI,AGE 0-4,AGE 5-24,AGE 65,NUM. OF PROVIDERS,TOTAL PATIENTS,OT_roll_mean_4,OT_roll_std_4,OT_roll_std_8,date,month,week,year,quarter,season,OT
0.1657913655472334,0.27615308791700627,0.02638962614696292,0.009196219896351996,0.021101573676680974,0.0864815657715066,0.05263883618521493,0.2916569791773229,0.13833577331518687,0.14642839596833934,1997-12-22,12.0,52.0,1997.0,4.0,1.0,0.32502624722945916
0.2931617580701319,0.41168070414456703,0.038674452111928416,0.012498729803881718,0.04041487839771102,0.11424670004551661,0.05342203729360996,0.3734455669876541,0.3881530127781003,0.3061121684136861,1997-12-29,12.0,1.0,1997.0,4.0,1.0,0.5331777941957979
0.41700088726147294,0.4880632218079012,0.0439068779858952,0.014632659282593233,0.0740343347639485,0.1137915339098771,0.057728540289629975,0.5003570162739487,0.6274516308583394,0.5040518187659734,1998-01-05,1.0,2.0,1998.0,1.0,1.0,0.7289237987842024
0.44781667505404144,0.4714925665024695,0.048456813528475015,0.020577177116146733,0.0740343347639485,0.11561219845243514,0.07415921706363564,0.5724257369983561,0.5156262303302512,0.5227805854686887,1998-01-05,1.0,2.0,1998.0,1.0,1.0,0.5669375639978744
0.4851005723044202,0.48422014230419397,0.05232425873966785,0.028477796971852452,0.05293276108726752,0.11606736458807465,0.07813037761324426,0.6305241508678785,0.28450438500460895,0.528331346615098,1998-01-12,1.0,3.0,1998.0,1.0,1.0,0.5436533551088127
0.5955274547461129,0.6042822510890694,0.06491241374080534,0.03658164820648308,0.05400572246065808,0.11151570323167956,0.07489829416592392,0.6755674457646985,0.29125911761618195,0.5287986456354306,1998-01-19,1.0,4.0,1998.0,1.0,1.0,0.7026778654845693
0.6526749427979457,0.644460019766659,0.06248578145142944,0.0406462757849812,0.07010014306151645,0.11151570323167956,0.0772159075866816,0.6768642776715168,0.2963448942991126,0.49395316190682464,1998-01-26,1.0,5.0,1998.0,1.0,1.0,0.7338038392243782
0.6212239306108406,0.6335397938544854,0.06680822021688027,0.03736916979981709,0.08333333333333333,0.10878470641784252,0.07665001720836238,0.7321144835629569,0.31416509720838465,0.4344687945293525,1998-02-02,2.0,6.0,1998.0,1.0,1.0,0.7748467291415536
0.565078508470965,0.5179100892649717,0.05300674907105483,0.027969718524540187,0.05221745350500715,0.10650887573964497,0.07315980832531747,0.7507647519365507,0.21232714286215063,0.2777543120843364,1998-02-09,2.0,7.0,1998.0,1.0,1.0,0.6138352062837813
0.46635116966354223,0.4079465643945509,0.03465534238264958,0.02156793008840565,0.04256080114449213,0.10150204824761037,0.06913680206853341,0.6827225823384927,0.4573470810381418,0.3301212899105578,1998-02-16,2.0,8.0,1998.0,1.0,1.0,0.4466319295926171
0.32893432591767374,0.2808191219455853,0.023735497080458027,0.013565694543237476,0.04005722460658083,0.09877105143377334,0.06645847489785292,0.5730729473975357,0.6139365999095326,0.4413723089091211,1998-02-23,2.0,9.0,1998.0,1.0,1.0,0.3211870228512917
0.2231831271576162,0.18894353376935485,0.01827557442936225,0.00782440808860888,0.022889842632331903,0.09604005461993628,0.0633720006706849,0.42424899999276666,0.5332042208447968,0.5844994932679409,1998-03-02,3.0,10.0,1998.0,1.0,2.0,0.2148151028502547
0.17155805298880142,0.19409520284450885,0.015242284067642376,0.0077481963215120415,0.021101573676680974,0.09467455621301775,0.055797011922306454,0.32896612702614914,0.3149683912864489,0.6545910226568133,1998-03-09,3.0,11.0,1998.0,1.0,2.0,0.2552812017990694
0.12080497908467282,0.14248269761080684,0.012284825964965497,0.006325576669037699,0.018240343347639486,0.09103322712790168,0.05944496412718304,0.26488713084637827,0.1634909361230832,0.6748320533414875,1998-03-16,3.0,12.0,1998.0,1.0,2.0,0.2054996046713588
0.08860835304191812,0.1309858785203619,0.011829832410707515,0.004979168783660197,0.014663805436337624,0.08056440600819299,0.05371987433483061,0.24169743413282244,0.06847457798602387,0.6105758313515094,1998-03-23,3.0,13.0,1998.0,1.0,2.0,0.23392308589648875
0.055295003437039573,0.09767892698280196,0.00682490331386972,0.003658164820648308,0.011444921316165951,0.08284023668639054,0.053064632844145185,0.2206491461748281,0.16193244442684043,0.44986639716669313,1998-03-30,3.0,14.0,1998.0,1.0,2.0,0.13560938937926925
0.04252156889632919,0.11243514475205707,0.006218245241525745,0.003861396199573214,0.014663805436337624,0.07737824305871643,0.047388079458510195,0.20104614551590663,0.12928037978081822,0.27824821367323477,1998-04-06,4.0,15.0,1998.0,2.0,2.0,0.18151417350390794
0.04629071943961892,0.08160466944659918,0.004853264578751801,0.0026928157707550044,0.006795422031473534,0.07100591715976332,0.046484640433474236,0.17388397539429373,0.17650866450128233,0.1972151170005462,1998-04-13,4.0,16.0,1998.0,2.0,2.0,0.10328706043991653
0.027833310051673804,0.08806453433505407,0.006218245241525745,0.002540392236561325,0.00536480686695279,0.07055075102412381,0.04356804362981724,0.13642075771494427,0.12373581129249885,0.17541465660400418,1998-04-20,4.0,17.0,1998.0,2.0,2.0,0.0929472074244015
0.0188231170680699,0.09110014713429385,0.00439827102449382,0.00304847068387359,0.009656652360515022,0.06736458807464725,0.0422752102508891,0.13491002604341581,0.12297426502146905,0.17552077115017325,1998-04-27,4.0,18.0,1998.0,2.0,2.0,0.12992443390234737
0.022409728516416674,0.07658031550527702,0.0029574581026768788,0.0023625647800020323,0.004649499284692418,0.061902594446973144,0.03951415056875844,0.11796348135128162,0.050373403176412916,0.14724273114760703,1998-05-04,5.0,19.0,1998.0,2.0,2.0,0.117743515962204
0.011206826924920229,0.07581681846043191,0.005990748464396754,0.0015496392643024083,0.003218884120171674,0.059626763768775605,0.03551982491594377,0.10577512142514423,0.09939698728875455,0.15803458212795074,1998-05-11,5.0,20.0,1998.0,2.0,2.0,0.057421679563453495
0.004960633837128869,0.07943624333728404,0.004094941988321832,0.001321003963011889,0.006795422031473534,0.05461993627674101,0.030073819462216614,0.10308463438467996,0.10273429798133975,0.10918276775264045,1998-05-18,5.0,21.0,1998.0,2.0,2.0,0.08282277611437314
0.14889713902669266,0.20304327527249288,0.21913377776650209,0.10418150885621821,0.22390405646078454,0.5461528153254633,0.39932169725561195,0.0685582501414804,0.15407032615501529,0.15385558252041706,1998-05-25,5.0,22.0,1998.0,2.0,2.0,0.18715866466618358
0.14796153202534001,0.2004412602465342,0.21913377780553595,0.10418150915066125,0.22390405280843834,0.5202974305063464,0.39261821756618076,0.037268847893156216,0.12981281184816487,0.14459261793412304,1998-06-01,6.0,23.0,1998.0,2.0,3.0,0.17053850894568434
0.14827683664200952,0.19987914891890934,0.21913377781363408,0.10418150918704609,0.22390405247503747,0.5173801229615869,0.3922003692031808,0.022009493567334854,0.1286303121646803,0.15677217622036274,1998-06-08,6.0,24.0,1998.0,2.0,3.0,0.16684096839085516
0.12170418715057296,0.24678593141936567,0.2191337773440421,0.10418150698829799,0.2239040748680587,0.5024071103607888,0.38047955165562186,0.11178707687011591,0.1015646736829785,0.16220307860472957,1998-06-15,6.0,25.0,1998.0,2.0,3.0,0.2482999699914581
0.12068862015938253,0.24801555030635924,0.21913377732403688,0.10418150691982041,0.22390407551966945,0.5007325806540326,0.37948147901545326,0.10436232915007237,0.09004354309189466,0.13674393321910164,1998-06-22,6.0,26.0,1998.0,2.0,3.0,0.24830406775641922
0.12008111273355615,0.24830117594727596,0.2191337773008602,0.1041815068944473,0.22390407566199916,0.5005765706660235,0.3790299574163001,0.10001129762906569,0.07314482126663147,0.09575165674775452,1998-06-29,6.0,27.0,1998.0,2.0,3.0,0.24764515114235763
0.12585118268414186,0.24715574735808143,0.21913377704821507,0.10418150697727108,0.22390407393616552,0.5463042706062708,0.39922430866668535,0.10692158588806366,0.08478804720559463,0.08454788435156602,1998-07-06,7.0,28.0,1998.0,3.0,3.0,0.25462517395681505
0.14642635425572537,0.2117245569060877,0.21913377688301544,0.10418150901000811,0.2239040513304451,0.5885408979309652,0.43515989419469747,0.22305137622290894,0.1427683964715507,0.20377580828491126,1998-07-13,7.0,29.0,1998.0,3.0,3.0,0.23988414064572794
0.1465429281235715,0.21130834780976215,0.21913377685586738,0.10418150904797521,0.22390405083930598,0.5884105938755031,0.4362653108672383,0.22320072217504006,0.14181566056656036,0.20417098765642905,1998-07-20,7.0,30.0,1998.0,3.0,3.0,0.2397447344785384
0.14665950199141742,0.2108921387134366,0.21913377682871915,0.10418150908594229,0.2239040503481673,0.5882802898200428,0.4373707275397791,0.22335006812717073,0.14086292466157024,0.2045661670279486,1998-07-27,7.0,31.0,1998.0,3.0,3.0,0.23960532831134795
0.14453040498426906,0.2150937866138678,0.21913377722598693,0.10418150884344829,0.2239040542432631,0.5733612510391008,0.4235023997580605,0.22227097395216,0.13865444047956887,0.19568715335078224,1998-08-03,8.0,32.0,1998.0,3.0,3.0,0.24030383970679914
0.14464697885211542,0.21467757751754224,0.2191337771988387,0.10418150888141545,0.22390405375212352,0.5732309469836387,0.42460781643059775,0.22242031990429068,0.13770170457457898,0.1960823327223018,1998-08-10,8.0,33.0,1998.0,3.0,3.0,0.2401644335396087
0.14476355271996155,0.21426136842121668,0.21913377717169058,0.10418150891938252,0.22390405326098395,0.5731006429281766,0.4257132331031386,0.2225696658564218,0.1367489686695884,0.19647751209381958,1998-08-17,8.0,34.0,1998.0,3.0,3.0,0.24002502737241915
0.14488012658780747,0.21384515932489112,0.2191337771445424,0.1041815089573496,0.22390405276984615,0.5729703388727145,0.4268186497756794,0.2227190118085527,0.1357962327645985,0.19687269146533914,1998-08-24,8.0,35.0,1998.0,3.0,3.0,0.2398856212052296
0.1449967004556536,0.21342895022856556,0.21913377711739418,0.1041815089953167,0.22390405227870658,0.5728400348172524,0.42792406644822023,0.22286835776068403,0.13484349685960884,0.1972678708368587,1998-08-31,8.0,36.0,1998.0,3.0,3.0,0.23974621503804006
0.1427484613100537,0.21291486245020508,0.2191337771346923,0.10418150913069953,0.22390405036355565,0.5476399687240026,0.4222481464334926,0.22014141811979449,0.13487115638631852,0.18395644060068683,1998-09-07,9.0,37.0,1998.0,3.0,4.0,0.2350571128834833
0.14286503517790017,0.21249865335387952,0.21913377710754417,0.10418150916866657,0.22390404987241697,0.5475096646685405,0.42335356310603345,0.22029076407192583,0.13391842048132863,0.1843516199722064,1998-09-14,9.0,38.0,1998.0,3.0,4.0,0.23491770671629375
0.1429816090457463,0.21208244425755396,0.2191337770803959,0.10418150920663366,0.22390404938127784,0.5473793606130783,0.4244589797785743,0.22044011002405695,0.13296568457633806,0.18474679934372418,1998-09-21,9.0,39.0,1998.0,3.0,4.0,0.2347783005491042
0.14309818291359222,0.2116662351612284,0.21913377705324777,0.10418150924460083,0.22390404889013826,0.5472490565576162,0.4255643964511151,0.22058945597618762,0.13201294867134816,0.18514197871524374,1998-09-28,9.0,40.0,1998.0,3.0,4.0,0.23463889438191377
0.0033070892247525794,0.0915213370976612,0.008720709789944643,0.005334823696778782,0.009298998569384835,0.13837050523441055,0.07751705392836027,0.05433019579234018,0.31752252832879363,0.20870553411853668,1998-10-05,10.0,41.0,1998.0,4.0,4.0,0.20444712317403535
0.008005978216150861,0.10300411214757005,0.010085690452718586,0.006655827659790671,0.012875536480686695,0.14929449248975876,0.08504019696956326,0.09941103509230582,0.3383254261149956,0.2514380058911256,1998-10-12,10.0,42.0,1998.0,4.0,4.0,0.16964135267203279
0.004219837852986891,0.11850886415212715,0.016455600212330324,0.007290925718931003,0.019313304721030045,0.15930814747382796,0.09566084523946099,0.14823391472047157,0.2921689530300962,0.27916416339126543,1998-10-19,10.0,43.0,1998.0,4.0,4.0,0.1837228292569118
0.0012825453525983665,0.1493550897834199,0.021081368013953137,0.013464078853775022,0.01859799713876967,0.1715976331360947,0.10527656927027719,0.18897200324190755,0.067387433626157,0.2774204232739781,1998-10-26,10.0,44.0,1998.0,4.0,4.0,0.15329937395497145
0.02041817203951337,0.13328844490470396,0.022598013194813076,0.010517223859363885,0.02145922746781116,0.17660446062812926,0.11231876064491647,0.2150460745604291,0.21117191350693545,0.32908966895493724,1998-11-02,11.0,45.0,1998.0,4.0,4.0,0.302565099609856
0.010470464759736451,0.13137084273430905,0.019564722833093198,0.010212376790976526,0.02503576537911302,0.18206645425580337,0.1126353503887325,0.23250835535192022,0.20298299328309236,0.30820458500127457,1998-11-09,11.0,46.0,1998.0,4.0,4.0,0.23535274980233573
0.0045373715643363035,0.14949028008016915,0.026920451960263898,0.012143074890763134,0.022889842632331903,0.16932180245789713,0.11409254569040833,0.25876567091331754,0.20615288863959527,0.27037786007453846,1998-11-16,11.0,47.0,1998.0,4.0,4.0,0.28253036253580643
0.01157481228663403,0.19023506048781383,0.022067187381512095,0.013006808251193984,0.029685264663805437,0.1834319526627219,0.09193898532435557,0.29078794679992515,0.08751826442173855,0.1623928460500522,1998-11-23,11.0,48.0,1998.0,4.0,4.0,0.2738007284416275
0.016500264323499575,0.14950734293315696,0.024190490634716007,0.011507976831622801,0.033619456366237484,0.17842512517068732,0.11388516286170654,0.28094442429446664,0.06370906080067469,0.16483716338168955,1998-11-30,11.0,49.0,1998.0,4.0,4.0,0.2655234540057809
0.022959249371185264,0.15228333786155202,0.026768787442177904,0.011711208210547708,0.030400572246065807,0.18161128812016386,0.11428117581651473,0.2849644309835704,0.04235580147531992,0.14738660795684816,1998-12-07,12.0,50.0,1998.0,4.0,1.0,0.25048022708714085
0.02682991908944659,0.15373236783835967,0.02365966482141503,0.010822070927751245,0.029685264663805437,0.18024578971324534,0.10745960447240926,0.2754898080723222,0.03933337025565054,0.13000228202916272,1998-12-14,12.0,51.0,1998.0,4.0,1.0,0.2468769037342355
0.05903311603912671,0.19564660993924313,0.02540380677940396,0.009120008129255158,0.02646638054363376,0.17478379608557124,0.07873928889751758,0.29090126889749307,0.12295172444473286,0.09183979691017405,1998-12-21,12.0,52.0,1998.0,4.0,1.0,0.33179479203121154
0.11091031329642784,0.24188300395464432,0.0316978842799727,0.009577278731836196,0.05793991416309013,0.17387346381429222,0.08517698138849422,0.3578109064080029,0.39349509436143554,0.267016172017519,1998-12-28,12.0,53.0,1998.0,4.0,1.0,0.5173076175292609
0.16835045509404858,0.23939182741842974,0.033290361719875636,0.01392134945635606,0.04792560801144492,0.18024578971324534,0.10765485319943169,0.39753667382076985,0.3548508902881873,0.2720457022640006,1999-01-04,1.0,1.0,1999.0,1.0,1.0,0.3999701883319724
0.276982966271798,0.3338465314501194,0.03268370364753166,0.022203028147545982,0.05007153075822604,0.18024578971324534,0.1043885736473786,0.4753517548908474,0.3055009004627718,0.34545861616079687,1999-01-11,1.0,2.0,1999.0,1.0,1.0,0.539698772536973
0.3886660103155254,0.47458488047471487,0.06074163949344051,0.04290722487552078,0.0736766809728183,0.18161128812016386,0.11788169471482655,0.5793965959970777,0.4152922585716554,0.49489417406286595,1999-01-18,1.0,3.0,1999.0,1.0,1.0,0.7233205013544868
0.39341254021678324,0.5353955759959784,0.05725335557746265,0.05550757036886495,0.06652360515021459,0.18070095584888485,0.12290852211053946,0.6228723259515525,0.4558597836790717,0.5314153932065081,1999-01-25,1.0,4.0,1999.0,1.0,1.0,0.6809088670269992
0.4840167069129051,0.6664487871592845,0.07355729127170699,0.07415404938522507,0.07832618025751073,0.18070095584888485,0.12317988474809605,0.7489684761346762,0.42801160841730357,0.6122307883056225,1999-02-01,2.0,5.0,1999.0,1.0,1.0,0.8744760275304274
0.514216405955024,0.6626739590675282,0.0780313945552438,0.07395081800630017,0.08476394849785408,0.1725079654073737,0.1260225738415242,0.8663567358964793,0.4304916471004875,0.6522910897038142,1999-02-08,2.0,6.0,1999.0,1.0,1.0,0.9814364039351403
0.46233136876447356,0.6160096812002799,0.062334116933343446,0.05779392338177014,0.08011444921316166,0.17114246700045516,0.11563798900429768,0.910871998040802,0.3926663519029005,0.5937951620196004,1999-02-15,2.0,7.0,1999.0,1.0,1.0,0.8908335601612424
0.45820406020349325,0.5557541846646953,0.06066580723439752,0.0490803780103648,0.08369098712446352,0.16021847974510697,0.11686904877467635,0.9486816231168812,0.20479795646636145,0.5623725325251104,1999-02-22,2.0,8.0,1999.0,1.0,1.0,0.8231882930875816
0.4129182108381851,0.5281123628245059,0.058315007204064614,0.03919825221014125,0.08619456366237482,0.16340464269458352,0.10719486043576869,0.9026749181687012,0.36645588417266817,0.409113759778512,1999-03-01,3.0,9.0,1999.0,1.0,2.0,0.7013505981775998
0.36180936321570634,0.3929023781679484,0.040873587624175325,0.028960471496799103,0.07224606580829757,0.15976331360946747,0.1076758121023324,0.7985908104389973,0.41374018815776303,0.3764303139140471,1999-03-08,3.0,10.0,1999.0,1.0,2.0,0.5897629324312065
0.26140216955547124,0.312065143347653,0.03473117464169258,0.01976425160044711,0.046494992846924176,0.15430131998179336,0.09603920859182648,0.6947850135142629,0.4342877271633224,0.47473715574550984,1999-03-15,3.0,11.0,1999.0,1.0,2.0,0.5002073855167141
0.2461450596784115,0.26475641464832805,0.028664593918252827,0.016283914236358093,0.046137339055793994,0.14610832954028222,0.09274755773626199,0.5792250628524309,0.41286146081440495,0.6053123540098697,1999-03-22,3.0,12.0,1999.0,1.0,2.0,0.3883306762064005
0.13983243913974583,0.18071923862924916,0.018427238947448243,0.01008535717914846,0.02467811158798283,0.14246700045516614,0.0874063467970384,0.46098258180804885,0.44752061313649594,0.7315494194762903,1999-03-29,3.0,13.0,1999.0,1.0,2.0,0.25639849127036596
0.14449241368436305,0.11587383463995411,0.009630696898460606,0.006732039426887511,0.013590844062947067,0.12608101957214382,0.07896873372927275,0.34451880991819794,0.4728173639326633,0.7621184084836329,1999-04-05,4.0,14.0,1999.0,2.0,2.0,0.1515041930759161
0.123018530816283,0.0805643604252063,0.007734890422385683,0.004445686413982319,0.006080114449213162,0.12198452435138826,0.07116650634944448,0.24924110361256382,0.3570893330277512,0.7318043224032915,1999-04-12,4.0,15.0,1999.0,2.0,2.0,0.14167282342419416
0.04761918388097684,0.05535845772809425,0.0044741032835368165,0.0033787216746265624,0.004649499284692418,0.11743286299499317,0.07087749410944519,0.1678544475823299,0.22510932465539238,0.6622908383339727,1999-04-19,4.0,16.0,1999.0,2.0,2.0,0.08206880014516987
0.05249407196781228,0.08078775254663081,0.008417380753772656,0.0038105883548419876,0.00715307582260372,0.11606736458807465,0.07150736429661922,0.12174788829954508,0.11564172998968945,0.567199659892025,1999-04-26,4.0,17.0,1999.0,2.0,2.0,0.08289730528444221
0.030799373222988514,0.03967598954703375,0.0026541290665048913,0.002133929478711513,0.003934191702432046,0.10787437414656349,0.06568520169083192,0.1350585847688901,0.17701695346146598,0.43229539089378205,1999-05-03,5.0,18.0,1999.0,2.0,2.0,0.20159298000025924
0.01452270455439101,0.06859568782329184,0.007734890422385683,0.0021847373234427396,0.005722460658082976,0.10332271279016841,0.061632411729925785,0.12524192890054486,0.176504707136863,0.30194401421712685,1999-05-10,5.0,19.0,1999.0,2.0,2.0,0.10473227825951706
0.02258774048168388,0.0695017253169425,0.00758322590429969,0.002540392236561325,0.00536480686695279,0.10104688211197087,0.05895408455924531,0.14958726989844756,0.17415326703928008,0.17521510590760062,1999-05-17,5.0,20.0,1999.0,2.0,2.0,0.17368148176951695
0.06814125894265305,0.20132480959521715,0.21913377763827208,0.10418150771244948,0.22390406833651508,0.5444613787836836,0.4030483735359134,0.12755797079734324,0.2788182328511651,0.1838792794954123,1999-05-24,5.0,21.0,1999.0,2.0,2.0,0.20770617108687706
0.023984920305293197,0.18966098819876454,0.21913377770380077,0.10418150810346657,0.22390406457456521,0.5389640182374098,0.40166103277129395,0.0739862408373573,0.26451357169689915,0.21301798478045936,1999-05-31,5.0,22.0,1999.0,2.0,2.0,0.17977306882510113
0.14759326523047256,0.2051876148918632,0.21913377796858038,0.10418150829491242,0.22390406331341825,0.5172636781571889,0.4031586721520277,0.04615447145230363,0.26974105753693456,0.22730313700035037,1999-06-07,6.0,23.0,1999.0,2.0,3.0,0.18200642174307458
0.12391646352469854,0.24892636861198536,0.21913377726215041,0.10418150708015195,0.22390407399214948,0.5041418525272228,0.39556617853328646,0.11730025318550852,0.13167345809988862,0.24166630630956373,1999-06-14,6.0,24.0,1999.0,2.0,3.0,0.25027515156374136
0.12287680196422213,0.25069512297316,0.219133777243155,0.10418150700259944,0.22390407480804927,0.5010520769544673,0.39482744600918807,0.1093477044787885,0.13307314098962686,0.25117495548069213,1999-06-21,6.0,25.0,1999.0,2.0,3.0,0.25117390158002006
0.12154257106082611,0.25203264577991025,0.2191337772245556,0.10418150690896094,0.2239040756826439,0.4999173385127307,0.3930229376950827,0.09997343851739182,0.10934456684358884,0.19351897580497335,1999-06-28,6.0,26.0,1999.0,2.0,3.0,0.2505820706016557
0.12682870320180828,0.2516740153119379,0.21913377697510542,0.1041815069451595,0.2239040744684068,0.5447565727800558,0.41236838563938605,0.10347682621676069,0.11869028309339136,0.17729907790557917,1999-07-05,7.0,27.0,1999.0,3.0,3.0,0.2577595368262964
0.14787485715496662,0.21409105341354007,0.219133776804438,0.10418150904199636,0.22390405097994318,0.5916587114650369,0.4482940116076968,0.22576453217811832,0.14193768565216902,0.20089467849630083,1999-07-12,7.0,28.0,1999.0,3.0,3.0,0.24056345881866736
0.14799143102281254,0.2136748443172145,0.21913377677728976,0.10418150907996351,0.2239040504888036,0.5915284074095748,0.44939942828023405,0.22591387813024943,0.14098494974717912,0.2012898578678204,1999-07-19,7.0,29.0,1999.0,3.0,3.0,0.24042405265147782
0.14810800489065867,0.21325863522088895,0.2191337767501416,0.10418150911793055,0.22390404999766536,0.5913981033541127,0.4505048449527749,0.22606322408238055,0.14003221384218856,0.20168503723933817,1999-07-26,7.0,30.0,1999.0,3.0,3.0,0.24028464648428738
0.1459789078835102,0.21746028312132015,0.21913377714740942,0.10418150887543663,0.22390405389276027,0.5764790645731726,0.4366365171710562,0.22498412990736916,0.13782372966018697,0.1928060235621718,1999-08-02,8.0,31.0,1999.0,3.0,3.0,0.24098315787973856
0.14609548175135623,0.2170440740249946,0.21913377712026125,0.10418150891340375,0.22390405340162114,0.5763487605177104,0.43774193384359705,0.2251334758595005,0.1368709937551973,0.19320120293369136,1999-08-09,8.0,32.0,1999.0,3.0,3.0,0.24084375171254901
0.14621205561920214,0.21662786492866903,0.21913377709311302,0.1041815089513708,0.22390405291048246,0.5762184564622483,0.4388473505161379,0.22528282181163117,0.1359182578502065,0.19359638230520915,1999-08-16,8.0,33.0,1999.0,3.0,3.0,0.24070434554535858
0.14632862948704872,0.21621165583234347,0.2191337770659649,0.10418150898933787,0.22390405241934333,0.5760881524067862,0.43995276718867515,0.2254321677637623,0.13496552194521683,0.1939915616767287,1999-08-23,8.0,34.0,1999.0,3.0,3.0,0.24056493937816903
0.14644520335489475,0.21579544673601792,0.21913377703881673,0.10418150902730497,0.22390405192820464,0.5759578483513241,0.441058183861216,0.2255815137158932,0.13401278604022693,0.19438674104824827,1999-08-30,8.0,35.0,1999.0,3.0,3.0,0.2404255332109786
0.14419696420929484,0.21528135895765654,0.21913377705611475,0.10418150916268779,0.22390405001305372,0.5507577822580743,0.4353822638464919,0.22285457407500409,0.13404044556693662,0.1810753108120764,1999-09-06,9.0,36.0,1999.0,3.0,4.0,0.23573643105642184
0.14431353807714087,0.21486514986133098,0.21913377702896664,0.1041815092006549,0.22390404952191503,0.5506274782026122,0.4364876805190292,0.2230039200271352,0.13308770966194694,0.18147049018359596,1999-09-13,9.0,37.0,1999.0,3.0,4.0,0.2355970248892323
0.14443011194498734,0.21444894076500542,0.21913377700181852,0.10418150923862197,0.2239040490307759,0.55049717414715,0.43759309719157,0.22315326597926632,0.13213497375695638,0.18186566955511374,1999-09-20,9.0,38.0,1999.0,3.0,4.0,0.23545761872204185
0.14454668581283336,0.21403273166867987,0.21913377697467018,0.104181509276589,0.22390404853963722,0.5503668700916879,0.43869851386411085,0.22330261193139722,0.13118223785196648,0.1822608489266333,1999-09-27,9.0,39.0,1999.0,3.0,4.0,0.2353182125548523
0.024823752728537,0.12826737228126406,0.02001971638735118,0.006935270805812417,0.009298998569384835,0.14383249886208466,0.08928602945718647,0.028630845172736976,0.16732754621730114,0.1099833296548328,1999-10-04,10.0,40.0,1999.0,4.0,4.0,0.10773923863592179
0.023475415890948145,0.14005452237793167,0.02214301964055509,0.00891677675033025,0.0203862660944206,0.16431497496586253,0.10306705966448106,0.07700629195974551,0.27639052380236917,0.20196511024764113,1999-10-11,10.0,41.0,1999.0,4.0,4.0,0.1820391180930902
0.04881623264806455,0.12373035967181571,0.026237961628876927,0.009424855197642516,0.0203862660944206,0.17569412835685025,0.12485659698015303,0.12237680871884374,0.2591231388065772,0.23756171960479153,1999-10-18,10.0,42.0,1999.0,4.0,4.0,0.17073142279426062
